Mã tài sản,Tên tài sản,Ngày vào sổ,Ngày sử dụng,Đơn vị sử dụng,Số lượng TS con,Số lượng Phụ lục ts,Ghi chú,Tài khoản tài sản,Dự án,Mô hình tài sản,Nguyên giá tài sản,Giá trị Khấu hao ban đầu,Kỳ khấu hao ban đầu,GTCL ban đầu,Giá trị Khấu hao phát sinh,Kỳ khấu hao phát sinh,Giá trị khấu hao còn lại,Kỳ khấu hao còn lại
B.2.TOI.2.0011,B.2.TOI.2.0011 - Tời điện (JH-14): F=140kN; P=18kW; U=660V,2022-09-19,2022-09-19,Phân xưởng khai thác đào lò 12,"0,00","0,00",,2113,193 - Dự án đầu tư đổi mới công nghệ khai thác cơ giới hóa đồng bộ hạng nhẹ,"2113-Phương tiện vận tải, truyền dẫn","155.010.637,00","49.630.362,00","96,00","105.380.275,00","0,00","0,00","105.380.275,00","0,00"
B.2.TOI.2.0012,B.2.TOI.2.0012 - Tời điện (JH-14): F=140kN; P=18kW; U=660V,2022-09-19,2022-09-19,Phân xưởng khai thác đào lò 12,"0,00","0,00",,2113,193 - Dự án đầu tư đổi mới công nghệ khai thác cơ giới hóa đồng bộ hạng nhẹ,"2113-Phương tiện vận tải, truyền dẫn","155.010.639,00","49.630.362,00","96,00","105.380.277,00","0,00","0,00","105.380.277,00","0,00"
B.2.TOI.2.0013,B.2.TOI.2.0013 - Tời điện (JH-14): F=140kN; P=18kW; U=660V,2022-09-19,2022-09-19,Phân xưởng khai thác đào lò 12,"0,00","0,00",,2113,193 - Dự án đầu tư đổi mới công nghệ khai thác cơ giới hóa đồng bộ hạng nhẹ,"2113-Phương tiện vận tải, truyền dẫn","155.010.639,00","49.630.362,00","96,00","105.380.277,00","0,00","0,00","105.380.277,00","0,00"
D.1.TD8.0019,D.1.TD8.0019 - Tàu điện 8 tấn đường 900mm+tổ hợp Mã hiệu TĐ8-900mm,2012-08-02,2012-08-02,Phòng CV,"0,00","0,00",,2113,043 - Duy trì SX 2012,"2113-Phương tiện vận tải, truyền dẫn","1.130.875.675,00","1.130.875.675,00","120,00","0,00","0,00","0,00","0,00","0,00"
D.1.TD8.0020,D.1.TD8.0020 - Tàu điện 8 tấn đường 900mm+tổ hợp Mã hiệu TĐ8-900mm,2012-08-02,2012-08-02,Phòng CV,"0,00","0,00",,2113,043 - Duy trì SX 2012,"2113-Phương tiện vận tải, truyền dẫn","1.130.875.675,00","1.130.875.675,00","120,00","0,00","0,00","0,00","0,00","0,00"
D.1.XCA.0001,D.1.XCA.0001 - Xe ô tô Mercedez benz 14L-3246 ( BKS mới 14A-016.72),2005-08-22,2005-08-22,Phòng CV,"0,00","0,00",,2113,001 - 99,"2113-Phương tiện vận tải, truyền dẫn","521.152.504,00","521.152.504,00","0,00","0,00","0,00","0,00","0,00","0,00"
D.1.XCA.0002,D.1.XCA.0002 - Xe TOYOTA 16 chỗ-14P-4428 ( BKS mới 14B-016.28),2010-09-30,2010-09-30,Phòng CV,"0,00","0,00",,2113,089 - Dự án: Duy trì sản xuất năm 2010,"2113-Phương tiện vận tải, truyền dẫn","570.182.450,00","570.182.450,00","96,00","0,00","0,00","0,00","0,00","0,00"
D.1.XCA.0003,D.1.XCA.0003 - Xe chở người HUYNDAI 47 chỗ 14P - 4963 ( BKS mới 14B-016.29),2010-10-14,2010-10-14,Phòng CV,"0,00","0,00",,2113,089 - Dự án: Duy trì sản xuất năm 2010,"2113-Phương tiện vận tải, truyền dẫn","2.712.919.462,00","2.712.919.462,00","96,00","0,00","0,00","0,00","0,00","0,00"
D.1.XCA.0004,D.1.XCA.0004 - Xe ô tô TOYOTA HIACE 14P-1792 ( BKS mới 14B-016.54),2010-01-23,2010-01-23,Phòng CV,"0,00","0,00",,2113,154 - BCKTKT Xe điều hành,"2113-Phương tiện vận tải, truyền dẫn","663.540.129,00","663.540.129,00","108,00","0,00","0,00","0,00","0,00","0,00"
D.1.XCO.0001,D.1.XCO.0001 - Ô tô Mítsubíshi Pajero 14A-11457,2001-12-01,2001-12-01,Phân xưởng Cơ giới -Cơ khí 1,"0,00","0,00",,2113,"159 - Dự án đầu tư Khai thác than tuy?n IA-IIA vỉa 8,7 Than Thùng Mỏ Than Hồng Thái","2113-Phương tiện vận tải, truyền dẫn","607.240.000,00","607.240.000,00","96,00","0,00","0,00","0,00","0,00","0,00"
D.1.XCO.0007,D.1.XCO.0007 - Xe ô tô điều hành sản xuất ISUZU 14A-11153,2005-04-26,2005-04-26,Phân xưởng Cơ giới -Cơ khí 2,"0,00","0,00",,2113,096 - Dự án  đầu tư Mở rộng nâng công suất Mỏ than Hồng Thái - Công ty Than Uông Bí,"2113-Phương tiện vận tải, truyền dẫn","652.040.891,00","652.040.891,00","96,00","0,00","0,00","0,00","0,00","0,00"
D.1.XCO.0008,D.1.XCO.0008 - Xe ô tô Mitsubíhi Pajero X 14A-11082,2005-12-20,2005-12-20,Phân xưởng Cơ giới -Cơ khí 1,"0,00","0,00",,2113,096 - Dự án  đầu tư Mở rộng nâng công suất Mỏ than Hồng Thái - Công ty Than Uông Bí,"2113-Phương tiện vận tải, truyền dẫn","634.435.260,00","634.435.260,00","96,00","0,00","0,00","0,00","0,00","0,00"
D.1.XCO.0010,D.1.XCO.0010 - Xe ô tô Mitsumitshi 14M-3490 ( BKS mới 14A-162.59),2020-01-01,,Phòng CV,"0,00","0,00",,2113,001 - 99,"2113-Phương tiện vận tải, truyền dẫn","683.381.100,00","683.381.100,00","0,00","0,00","0,00","0,00","0,00","0,00"
D.1.XCO.0012,D.1.XCO.0012 - Xe ô tô 7 chỗ Misubishi 14M-9036 ( BKS mới 14A-162.90),2007-01-19,2007-01-19,Phòng CV,"0,00","0,00",,2113,003 - NCSTLBMT Đồng Vông,"2113-Phương tiện vận tải, truyền dẫn","815.559.691,00","815.559.691,00","96,00","0,00","0,00","0,00","0,00","0,00"
D.1.XCO.0014,D.1.XCO.0014 - Xe điều hành sản xuất 14N-5111 ( 14A-173.18),2008-11-10,2008-11-10,Văn phòng,"0,00","0,00",,2113,162 - Dự án đầu tư xe điều hành sản xuất Công ty Than Hồng Thái,"2113-Phương tiện vận tải, truyền dẫn","1.114.242.706,00","1.114.242.706,00","96,00","0,00","0,00","0,00","0,00","0,00"
D.1.XCO.0016,D.1.XCO.0016 - Xe điều hành 7 chõ -14M- 4160,2020-01-01,,Phân xưởng Cơ điện lò 1,"0,00","0,00",,2113,024 - TSCĐ nhận bàn giao khu Đông Tràng Bạch,"2113-Phương tiện vận tải, truyền dẫn","616.686.581,00","616.686.581,00","0,00","0,00","0,00","0,00","0,00","0,00"
D.1.XCO.0017,D.1.XCO.0017 - Xe điều hành 7 chỗ Fortuner 14N-7448 ( BKS mới 14A-161.40),2009-07-16,2009-07-16,Phòng CV,"0,00","0,00",,2113,125 - Duy trì SX khu ĐTB,"2113-Phương tiện vận tải, truyền dẫn","920.175.138,00","920.175.138,00","108,00","0,00","0,00","0,00","0,00","0,00"
D.1.XCO.0018,D.1.XCO.0018 - Xe điều hành PORTUNER 7 chỗ -14N-9339 ( BKS mới 14A-161.29),2009-09-17,2009-09-17,Văn phòng,"0,00","0,00",,2113,129 - Dự án: Duy trì sản xuất năm 2009,"2113-Phương tiện vận tải, truyền dẫn","821.498.013,00","821.498.013,00","96,00","0,00","0,00","0,00","0,00","0,00"
D.1.XCO.0019,D.1.XCO.0019 - Xe ô tô Fotuner 2.7L SR 7 chỗ 14P 0123 ( BKS mới 14A-161.10),2009-11-10,2009-11-10,Phòng CV,"0,00","0,00",,2113,009 - MRNCSKTBDV ( TANDAN),"2113-Phương tiện vận tải, truyền dẫn","1.177.038.290,00","1.177.038.290,00","72,00","0,00","0,00","0,00","0,00","0,00"
D.1.XCO.0021,D.1.XCO.0021 - Xe ôtô FORTUNER điều hành 7 chỗ BKS 14N 9909 ( BKS mới 14A-161.71),2018-08-30,2018-08-30,Phòng CV,"0,00","0,00",,2113,001 - 99,"2113-Phương tiện vận tải, truyền dẫn","1.191.313.717,00","1.191.313.717,00","84,00","0,00","0,00","0,00","0,00","0,00"
D.1.XCO.0022,D.1.XCO.0022 - Xe con TOYOTA FORUNER -14P- 4334,2010-09-15,2010-09-15,Văn phòng,"0,00","0,00",,2113,016 - Dự án Đầu tư duy trì sản xuất năm 2010 Công ty Than Hồng Thái,"2113-Phương tiện vận tải, truyền dẫn","1.436.421.052,00","1.436.421.052,00","96,00","0,00","0,00","0,00","0,00","0,00"
D.1.XCO.0023,D.1.XCO.0023 - Xe ôtô 07 chỗ hiệu TOYOTA LAND CRUISER PRADO 2.7 L 14 P - 2898 ( BKS mới 14A-165.79),2010-04-29,2010-04-29,Văn phòng,"0,00","0,00",,2113,001 - 99,"2113-Phương tiện vận tải, truyền dẫn","1.787.360.000,00","1.787.360.000,00","84,00","0,00","0,00","0,00","0,00","0,00"
D.1.XCO.0024,"D.1.XCO.0024 - Ôtô HONDA CVR-2,4L 14A-029 87",2011-11-29,2011-11-29,Văn phòng,"0,00","0,00",,2113,017 - Dự án Đầu tư duy trì sản xuất năm 2011 Công ty Than Hồng Thái,"2113-Phương tiện vận tải, truyền dẫn","1.438.074.467,00","1.438.074.467,00","96,00","0,00","0,00","0,00","0,00","0,00"
D.1.XCO.0025,D.1.XCO.0025 - Xe ô tô 7 chỗ TOYOTA FORTUNER TRD 2.7 - BKS: 14A-018.71,2011-07-22,2011-07-22,Phòng CV,"0,00","0,00",,2113,131 - Dự án: Duy trì sản xuất năm 2011 -  Công ty than Uông Bí ,"2113-Phương tiện vận tải, truyền dẫn","1.137.545.627,00","1.137.545.627,00","84,00","0,00","0,00","0,00","0,00","0,00"
D.1.XCO.0026,D.1.XCO.0026 - Xe ô tô Toyota FOTUNER 14A-024.12,2011-09-16,2011-09-16,Phòng CV,"0,00","0,00",,2113,003 - NCSTLBMT Đồng Vông,"2113-Phương tiện vận tải, truyền dẫn","1.250.104.247,00","1.250.104.247,00","96,00","0,00","0,00","0,00","0,00","0,00"
D.1.XCT.0001,D.1.XCT.0001 - Xe cứu thương 14L-9863 ( BKS mới 14B-016.61),2003-12-02,2003-12-02,Phân xưởng Cơ giới -Cơ khí 1,"0,00","0,00",,2113,083 - NCSKII,"2113-Phương tiện vận tải, truyền dẫn","504.503.098,00","504.503.098,00","0,00","0,00","0,00","0,00","0,00","0,00"
D.1.XCT.0002,D.1.XCT.0002 - Xe ô tô cứu thương Pajero 14A-11222,2003-12-01,2003-12-01,Phân xưởng Cơ giới -Cơ khí 2,"0,00","0,00",,2113,096 - Dự án  đầu tư Mở rộng nâng công suất Mỏ than Hồng Thái - Công ty Than Uông Bí,"2113-Phương tiện vận tải, truyền dẫn","491.859.790,00","491.859.790,00","96,00","0,00","0,00","0,00","0,00","0,00"
D.1.XCT.0003,D.1.XCT.0003 - Xe ô tô cứu thương HUYNDAI -14P -0372 ( BKS mới 14B-016.65),2009-12-10,2009-12-10,Phân xưởng Cơ giới -Cơ khí 2,"0,00","0,00",,2113,129 - Dự án: Duy trì sản xuất năm 2009,"2113-Phương tiện vận tải, truyền dẫn","613.684.564,00","613.684.564,00","96,00","0,00","0,00","0,00","0,00","0,00"
D.1.XCT.0004,D.1.XCT.0004 - Xe cứu thương FORD EVEREST 14A - 021.01,2011-11-08,2011-11-08,Phân xưởng Cơ giới -Cơ khí 1,"0,00","0,00",,2113,009 - MRNCSKTBDV ( TANDAN),"2113-Phương tiện vận tải, truyền dẫn","969.151.260,00","969.151.260,00","72,00","0,00","0,00","0,00","0,00","0,00"
D.1.XCT.0005,D.1.XCT.0005 - Xe cứu thương mã hiệu Ford Everest TEKWL 240074 xuất xứ RMA Automotive,2024-10-18,2024-10-18,Phân xưởng Cơ giới -Cơ khí 2,"0,00","0,00",,2113,197 - Dự án đầu tư phục vụ sản xuất năm 2023,"2113-Phương tiện vận tải, truyền dẫn","2.386.579.226,00","0,00","0,00","2.386.579.226,00","210.108.789,39","9,00","2.176.470.436,61","87,00"
D.1.XCT.0006,D.1.XCT.0006 - Xe cứu thương mã hiệu Ford Everest TEKWL 240074 xuất xứ RMA Automotive,2024-10-18,2024-10-18,Phân xưởng Cơ giới -Cơ khí 2,"0,00","0,00",,2113,197 - Dự án đầu tư phục vụ sản xuất năm 2023,"2113-Phương tiện vận tải, truyền dẫn","2.386.579.227,00","0,00","0,00","2.386.579.227,00","210.108.789,47","9,00","2.176.470.437,53","87,00"
D.1.XTA.1.0006,D.1.XTA.1.0006 - Xe ôtô tải tự đổ FAW 3526-29C-203.27(BKS mới 14C-235.18),2012-12-05,2012-12-05,Phân xưởng Cơ giới -Cơ khí 1,"0,00","0,00",,2113,157 - Thuê Tài chính - XN Sàng tuyển và Cảng,"2113-Phương tiện vận tải, truyền dẫn","1.278.233.273,00","1.278.233.273,00","72,00","0,00","0,00","0,00","0,00","0,00"
D.1.XTA.1.0010,D.1.XTA.1.0010 - Xe ôtô tải tự đổ FAW 3526-29C-203.48 (BKS mới 14C-234.52),2012-12-05,2012-12-05,Phân xưởng Cơ giới -Cơ khí 2,"0,00","0,00",,2113,157 - Thuê Tài chính - XN Sàng tuyển và Cảng,"2113-Phương tiện vận tải, truyền dẫn","1.278.233.273,00","1.278.233.273,00","72,00","0,00","0,00","0,00","0,00","0,00"
D.1.XTA.1.0014,D.1.XTA.1.0014 - Xe ôtô tải tự đổ FAW 3526-29C-203.77 (BKS mới 14C-232.93),2012-12-05,2012-12-05,Phân xưởng Cơ giới -Cơ khí 1,"0,00","0,00",,2113,157 - Thuê Tài chính - XN Sàng tuyển và Cảng,"2113-Phương tiện vận tải, truyền dẫn","1.278.233.273,00","1.278.233.273,00","72,00","0,00","0,00","0,00","0,00","0,00"
D.1.XTA.1.0016,D.1.XTA.1.0016 - Xe ôtô tải tự đổ FAW 3526-29C-203.95 (BKS mới 14C-233.26),2012-12-05,2012-12-05,Phân xưởng Cơ giới -Cơ khí 2,"0,00","0,00",,2113,157 - Thuê Tài chính - XN Sàng tuyển và Cảng,"2113-Phương tiện vận tải, truyền dẫn","1.278.233.273,00","1.278.233.273,00","72,00","0,00","0,00","0,00","0,00","0,00"
D.1.XTA.2.0001,D.1.XTA.2.0001 - Ôtô HYUN DAI HD 270 14C-09123,2002-12-01,2002-12-01,Phân xưởng Cơ giới -Cơ khí 2,"0,00","0,00",,2113,158 - Dự án đầu tư Mở rộng tầng lò bằng +125 XN Than Nam mẫu,"2113-Phương tiện vận tải, truyền dẫn","794.561.250,00","794.561.250,00","96,00","0,00","0,00","0,00","0,00","0,00"
D.1.XTA.2.0003,D.1.XTA.2.0003 - Ôtô HYUN DAI HD 270 14C-09162,2002-12-01,2002-12-01,Phân xưởng Cơ giới -Cơ khí 2,"0,00","0,00",,2113,158 - Dự án đầu tư Mở rộng tầng lò bằng +125 XN Than Nam mẫu,"2113-Phương tiện vận tải, truyền dẫn","794.561.250,00","794.561.250,00","96,00","0,00","0,00","0,00","0,00","0,00"
D.1.XTA.2.0005,D.1.XTA.2.0005 - Xe HYUNDAI HD 270: 14L - 8293 ( BKS mới 14A-127.84),2002-09-26,2002-09-26,Phân xưởng Cơ giới -Cơ khí 1,"0,00","0,00",,2113,152 - NMẫu,"2113-Phương tiện vận tải, truyền dẫn","794.630.250,00","794.630.250,00","0,00","0,00","0,00","0,00","0,00","0,00"
D.1.XTA.2.0006,D.1.XTA.2.0006 - Xe ô tô tải Huyndai HD72 14N-9805 ( BKS mới 14A-129.09),2009-10-21,2009-10-21,Phân xưởng Cơ giới -Cơ khí 1,"0,00","0,00",,2113,091 - Duy trì SX 2009,"2113-Phương tiện vận tải, truyền dẫn","688.366.605,00","688.366.605,00","108,00","0,00","0,00","0,00","0,00","0,00"
D.1.XTA.2.0007,D.1.XTA.2.0007 - Xe tải bệ Huyndai HD-250 14P-4829,2010-10-07,2010-10-07,Phân xưởng Cơ giới -Cơ khí 2,"0,00","0,00",,2113,016 - Dự án Đầu tư duy trì sản xuất năm 2010 Công ty Than Hồng Thái,"2113-Phương tiện vận tải, truyền dẫn","1.792.907.554,00","1.792.907.554,00","96,00","0,00","0,00","0,00","0,00","0,00"
D.1.XTA.4.0001,D.1.XTA.4.0001 - Xe ô tô Kraz 14C-09802,2006-09-30,2006-09-30,Phân xưởng Cơ giới -Cơ khí 2,"0,00","0,00",,2113,096 - Dự án  đầu tư Mở rộng nâng công suất Mỏ than Hồng Thái - Công ty Than Uông Bí,"2113-Phương tiện vận tải, truyền dẫn","673.378.901,00","673.378.901,00","96,00","0,00","0,00","0,00","0,00","0,00"
D.1.XTA.5.0001,D.1.XTA.5.0001 - Xe tải SCANIA P310CB6x4EHZ -14C-00108,2010-12-18,2010-12-18,Phân xưởng Cơ giới -Cơ khí 1,"0,00","0,00",,2113,016 - Dự án Đầu tư duy trì sản xuất năm 2010 Công ty Than Hồng Thái,"2113-Phương tiện vận tải, truyền dẫn","3.147.956.351,00","3.147.956.351,00","96,00","0,00","0,00","0,00","0,00","0,00"
D.1.XTA.5.0002,D.1.XTA.5.0002 - Xe tải SCANIA P310CB6x4EHZ -14C-00135,2010-12-18,2010-12-18,Phân xưởng Cơ giới -Cơ khí 1,"0,00","0,00",,2113,016 - Dự án Đầu tư duy trì sản xuất năm 2010 Công ty Than Hồng Thái,"2113-Phương tiện vận tải, truyền dẫn","3.147.956.352,00","3.147.956.352,00","96,00","0,00","0,00","0,00","0,00","0,00"
D.1.XTA.5.0003,D.1.XTA.5.0003 - Xe tải SCANIA P310CB6x4EHZ -14C-00144,2010-12-18,2010-12-18,Phân xưởng Cơ giới -Cơ khí 1,"0,00","0,00",,2113,016 - Dự án Đầu tư duy trì sản xuất năm 2010 Công ty Than Hồng Thái,"2113-Phương tiện vận tải, truyền dẫn","3.147.956.351,00","3.147.956.351,00","96,00","0,00","0,00","0,00","0,00","0,00"
D.1.XTA.5.0004,D.1.XTA.5.0004 - Xe ô tô tải tự đổ Hiệu Scania P340CB6x4EHZ/Vmic-TĐ23M-NK V=23M3 14C-024.36 ,2011-08-02,2011-08-02,Phân xưởng Cơ giới -Cơ khí 1,"0,00","0,00",,2113,005 - Duy trì SX 2011,"2113-Phương tiện vận tải, truyền dẫn","4.065.778.126,00","4.065.778.126,00","96,00","0,00","0,00","0,00","0,00","0,00"
D.1.XTA.5.0005,D.1.XTA.5.0005 - Xe ô tô tải tự đổ Hiệu Scania P340CB6x4EHZ/Vmic-TĐ23M-NK V=23M3 14C-024.38,2011-08-02,2011-08-02,Phân xưởng Cơ giới -Cơ khí 1,"0,00","0,00",,2113,005 - Duy trì SX 2011,"2113-Phương tiện vận tải, truyền dẫn","4.065.778.126,00","4.065.778.126,00","96,00","0,00","0,00","0,00","0,00","0,00"
D.1.XTA.5.0006,D.1.XTA.5.0006 - Xe ôtô tải tự đổ Hiệu Scania P340CB6x4EHZ/Vmic-TĐ23M-NK V=23M3 14C-024.37,2011-08-02,2011-08-02,Phân xưởng Cơ giới -Cơ khí 1,"0,00","0,00",,2113,005 - Duy trì SX 2011,"2113-Phương tiện vận tải, truyền dẫn","4.065.778.326,00","4.065.778.326,00","96,00","0,00","0,00","0,00","0,00","0,00"
D.1.XTA.5.0007,D.1.XTA.5.0007 - Xe ôtô tự đổ SCANIA 14C-02344( P380CB8X4EHZ/VMIC-TĐ25M-NK),2011-09-14,2011-09-14,Phân xưởng Cơ giới -Cơ khí 1,"0,00","0,00",,2113,017 - Dự án Đầu tư duy trì sản xuất năm 2011 Công ty Than Hồng Thái,"2113-Phương tiện vận tải, truyền dẫn","4.211.168.656,00","4.211.168.656,00","96,00","0,00","0,00","0,00","0,00","0,00"
D.1.XTA.5.0008,D.1.XTA.5.0008 - Xe ôtô tự đổ SCANIA 14C-02379( P380CB8X4EHZ/VMIC-TĐ25M-NK),2011-09-14,2011-09-14,Phân xưởng Cơ giới -Cơ khí 1,"0,00","0,00",,2113,017 - Dự án Đầu tư duy trì sản xuất năm 2011 Công ty Than Hồng Thái,"2113-Phương tiện vận tải, truyền dẫn","4.211.168.655,00","4.211.168.655,00","96,00","0,00","0,00","0,00","0,00","0,00"
D.1.XTA.5.0009,D.1.XTA.5.0009 - Xe ô tô tự đổ Scania 14HD-00707,2015-11-26,2015-11-26,Phân xưởng Cơ giới -Cơ khí 2,"0,00","0,00",,2113,068 - Đầu tư mua sắm thiết bị phục vụ sản xuất năm 2015 - Công ty Than Hồng Thái,"2113-Phương tiện vận tải, truyền dẫn","3.972.982.596,00","3.972.982.596,00","120,00","0,00","0,00","0,00","0,00","0,00"
D.1.XTA.5.0010,D.1.XTA.5.0010 - Xe ô tô tự đổ Scania 14HD-00723,2015-11-26,2015-11-26,Phân xưởng Cơ giới -Cơ khí 2,"0,00","0,00",,2113,068 - Đầu tư mua sắm thiết bị phục vụ sản xuất năm 2015 - Công ty Than Hồng Thái,"2113-Phương tiện vận tải, truyền dẫn","3.972.982.597,00","3.972.982.597,00","120,00","0,00","0,00","0,00","0,00","0,00"
D.1.XTA.5.0011,D.1.XTA.5.0011 - Xe ô tô tự đổ Scania 14HD-00814,2015-11-26,2015-11-26,Phân xưởng Cơ giới -Cơ khí 2,"0,00","0,00",,2113,068 - Đầu tư mua sắm thiết bị phục vụ sản xuất năm 2015 - Công ty Than Hồng Thái,"2113-Phương tiện vận tải, truyền dẫn","3.972.982.597,00","3.972.982.597,00","120,00","0,00","0,00","0,00","0,00","0,00"
D.1.XTA.5.0012,D.1.XTA.5.0012 - Xe ô tô tự đổ Scania 14HD-00825,2015-11-26,2015-11-26,Phân xưởng Cơ giới -Cơ khí 2,"0,00","0,00",,2113,068 - Đầu tư mua sắm thiết bị phục vụ sản xuất năm 2015 - Công ty Than Hồng Thái,"2113-Phương tiện vận tải, truyền dẫn","3.972.982.597,00","3.972.982.597,00","120,00","0,00","0,00","0,00","0,00","0,00"
D.1.XTA.5.0013,D.1.XTA.5.0013 - Xe ô tô tự đổ Scania 14HC-010.89,2016-12-16,2016-12-16,Phân xưởng Cơ giới -Cơ khí 2,"0,00","0,00",,2113,069 - Đầu tư mua sắm thiết bị phục vụ sản xuất năm 2016 - Công ty Than Hồng Thái - TKV,"2113-Phương tiện vận tải, truyền dẫn","4.257.773.806,00","4.257.773.806,00","120,00","0,00","0,00","0,00","0,00","0,00"
D.1.XTA.5.0014,D.1.XTA.5.0014 - Xe ô tô tự đổ Scania 14HC-011.14,2016-12-16,2016-12-16,Phân xưởng Cơ giới -Cơ khí 2,"0,00","0,00",,2113,069 - Đầu tư mua sắm thiết bị phục vụ sản xuất năm 2016 - Công ty Than Hồng Thái - TKV,"2113-Phương tiện vận tải, truyền dẫn","4.257.773.807,00","4.257.773.807,00","120,00","0,00","0,00","0,00","0,00","0,00"
D.1.XTA.K.0002,D.1.XTA.K.0002 - Xe ôtô tải thùng cố đinh Huydai (Xe chở nước) 14C-12153,2009-12-23,2009-12-23,Phân xưởng Cơ giới -Cơ khí 2,"0,00","0,00",,2113,163 - Dự án Đầu tư TB khoan thăm dò phòng ngừa bục nước và xe ôtô chở nước,"2113-Phương tiện vận tải, truyền dẫn","478.161.890,00","478.161.890,00","96,00","0,00","0,00","0,00","0,00","0,00"
D.1.XTA.K.0003,D.1.XTA.K.0003 - Xe ô tô chở nước -14P-5754 ( BKS mới 14C-128.76),2010-11-24,2010-11-24,Phân xưởng Cơ giới -Cơ khí 1,"0,00","0,00",,2113,089 - Dự án: Duy trì sản xuất năm 2010,"2113-Phương tiện vận tải, truyền dẫn","862.654.711,00","862.654.711,00","96,00","0,00","0,00","0,00","0,00","0,00"
D.1.XTA.K.0004,D.1.XTA.K.0004 - Xe ô tô chở nước môi trường 14C-030.43,2011-09-16,2011-09-16,Phân xưởng Cơ giới -Cơ khí 2,"0,00","0,00",,2113,017 - Dự án Đầu tư duy trì sản xuất năm 2011 Công ty Than Hồng Thái,"2113-Phương tiện vận tải, truyền dẫn","2.273.021.358,00","2.273.021.358,00","96,00","0,00","0,00","0,00","0,00","0,00"
